drug_name	ind_name	ind_id	NCT	status	phase	DetailedStatus	DrugCUI	DrugString
Lenalidomide	T-Cell Large Granular Lymphocyte Leukemia	C1955861	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	T-Cell Large Granular Lymphocyte Leukemia	C1955861	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Malignant lymphoma of testis	C0349644	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Malignant lymphoma of testis	C0349644	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Malignant lymphoma of testis	C0349644	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult grade III lymphomatoid granulomatosis	C1541469	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult grade III lymphomatoid granulomatosis	C1541469	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult grade III lymphomatoid granulomatosis	C1541469	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult immunoblastic large cell lymphoma	C0280190	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult immunoblastic large cell lymphoma	C0280190	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult immunoblastic large cell lymphoma	C0280190	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult lymphoblastic lymphoma	C0280191	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult lymphoblastic lymphoma	C0280191	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult lymphoblastic lymphoma	C0280191	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Adult T-cell lymphoma/leukaemia recurrent	C0280427	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Adult T-cell lymphoma/leukaemia recurrent	C0280427	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Adult T-cell lymphoma/leukaemia recurrent	C0280427	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Cutaneous T-cell lymphoma recurrent	C0278580	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Cutaneous T-cell lymphoma recurrent	C0278580	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Cutaneous T-cell lymphoma recurrent	C0278580	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Sildenafil	Respiratory Failure	C1145670	NCT01409031	Terminated	Phase 2		C0529793	Sildenafilo
Sildenafil	Persistent pulmonary hypertension	C1135361	NCT01409031	Terminated	Phase 2		C0529793	Sildenafilo
Prednisolone	Microscopic Polyarteritis	C2347126	NCT01408836	Terminated	Phase 2/Phase 3	Completed	C0032950	3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene
Methylprednisolone	Microscopic Polyarteritis	C2347126	NCT01408836	Terminated	Phase 2/Phase 3	Completed	C0025815	6α-methyl-11β,17α,21-triol-1,4-pregnadiene-3,20-dione
Omeprazole	Dyspepsia	C0013395	NCT01408849	Suspended	Phase 2	Lack of adherence and huge loss of follow up.	C0028978	Omeprazolum
Atomoxetine	Craving for alcohol	C0556385	NCT01408589	Terminated	Phase 1		C0076823	Atomoxetina
Atomoxetine	Mood swings	C0085633	NCT01408589	Terminated	Phase 1		C0076823	Atomoxetina
Bevacizumab	Glioblastoma	C0017636	NCT01413438	Withdrawn	Phase 2		C0796392	Anti-VEGF monoclonal antibody
Bevacizumab	Brain Neoplasms	C0006118	NCT01413438	Withdrawn	Phase 2		C0796392	Anti-VEGF monoclonal antibody
Timolol	Strawberry nevus of skin	C0206733	NCT01408056	Withdrawn	Phase 2	Difficulty with recruitment	C0040233	Timololo
Mupirocin	Strawberry nevus of skin	C0206733	NCT01408056	Withdrawn	Phase 2	Difficulty with recruitment	C0085259	Mupirocina
Cisplatin	Non-small cell lung cancer recurrent	C0278517	NCT01411098	Terminated	Phase 1	Low accrual	C0008838	cisplatino
Etoposide	Non-small cell lung cancer recurrent	C0278517	NCT01411098	Terminated	Phase 1	Low accrual	C0015133	9-((4,6-O-Ethylidine-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,4-dimethyloxyphenyl)furo(3',4'':6,7)naptho-(2,3-d)-1,3-dioxol-6(5aH)-one
Cisplatin	Stage IIB Non-Small Cell Lung Carcinoma	C1336190	NCT01411098	Terminated	Phase 1	Low accrual	C0008838	cisplatino
Etoposide	Stage IIB Non-Small Cell Lung Carcinoma	C1336190	NCT01411098	Terminated	Phase 1	Low accrual	C0015133	9-((4,6-O-Ethylidine-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,4-dimethyloxyphenyl)furo(3',4'':6,7)naptho-(2,3-d)-1,3-dioxol-6(5aH)-one
Cisplatin	Non-small cell lung cancer stage IIIA	C0278983	NCT01411098	Terminated	Phase 1	Low accrual	C0008838	cisplatino
Etoposide	Non-small cell lung cancer stage IIIA	C0278983	NCT01411098	Terminated	Phase 1	Low accrual	C0015133	9-((4,6-O-Ethylidine-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,4-dimethyloxyphenyl)furo(3',4'':6,7)naptho-(2,3-d)-1,3-dioxol-6(5aH)-one
Alitretinoin	Lupus Erythematosus, Cutaneous	C0024137	NCT01407679	Terminated	Phase 2		C0281666	(7E,9Z,11E,13E)-retinoic acid
Tretinoin	Lupus Erythematosus, Cutaneous	C0024137	NCT01407679	Terminated	Phase 2		C0040845	Tretin M
Melphalan	Retinoblastoma	C0035335	NCT01393769	Terminated	Phase 2	Only 5 subjects could be enrolled. The sample of 25 subjects could not be achieved due to it    is a rare disease.	C0025241	L-3-(p-(Bis(2-chloroethyl)amino)phenyl)alanine
Bevacizumab	Anaplastic astrocytoma	C0334579	NCT01386710	Suspended	Phase 1/Phase 2	In the process of transferring IRB to PI's current institution	C0796392	Anti-VEGF monoclonal antibody
Carboplatin	Anaplastic astrocytoma	C0334579	NCT01386710	Suspended	Phase 1/Phase 2	In the process of transferring IRB to PI's current institution	C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Anastrozole	Oestrogen receptor positive breast cancer	C2938924	NCT01394211	Terminated	Phase 2	Slow accrual	C0290883	α,α,α',α'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile
Anastrozole	Breast cancer recurrent	C0278493	NCT01394211	Terminated	Phase 2	Slow accrual	C0290883	α,α,α',α'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile
Anastrozole	Breast cancer stage II	C0278486	NCT01394211	Terminated	Phase 2	Slow accrual	C0290883	α,α,α',α'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile
Verapamil	Classical phenylketonuria	C0751434	NCT01395394	Terminated	Phase 2	Difficulty with recruitment and agreed with Sponsor to report completed data as case reports	C0042523	Vérapamil
Carboplatin	Adenocarcinoma Of Esophagus	C0279628	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Paclitaxel	Adenocarcinoma Of Esophagus	C0279628	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	C0144576	(2aR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha R*,betaS*),11alpha,12alpha,12balpha))-beta-(Benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester
Lapatinib	Adenocarcinoma Of Esophagus	C0279628	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	C1506770	N-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine
Carboplatin	Adenocarcinoma of the gastroesophageal junction	C1332166	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Paclitaxel	Adenocarcinoma of the gastroesophageal junction	C1332166	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	C0144576	(2aR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha R*,betaS*),11alpha,12alpha,12balpha))-beta-(Benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester
Lapatinib	Adenocarcinoma of the gastroesophageal junction	C1332166	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	C1506770	N-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine
Doxycycline	Colorectal Carcinoma	C0009402	NCT01418742	Terminated	Phase 2	Recruitement did not meet expectations. Prev. differentiation of RAS-wild-type and mutated RAS    are not in accordance with the scientific rank anymore.	C2699808	Doxycycline anhydrous
Hydroxychloroquine	Secondary malignant neoplasm of bone	C0153690	NCT01417403	Terminated	Phase 1	Recently published data that has shown HCQ to be safe when combined with chemo and or    radiation at even higher doses than what is used in this study.	C0020336	2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol
Hydroxychloroquine	unspecified adult solid tumor, protocol specific	C0279004	NCT01417403	Terminated	Phase 1	Recently published data that has shown HCQ to be safe when combined with chemo and or    radiation at even higher doses than what is used in this study.	C0020336	2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol
Trastuzumab	HER-2 positive breast cancer	C1699634	NCT01388647	Terminated	Phase 1/Phase 2	Closed early due to increased hematologic toxicity and possible reduced efficacy	C5187552	trastuzumab-anns
Carboplatin	HER-2 positive breast cancer	C1699634	NCT01388647	Terminated	Phase 1/Phase 2	Closed early due to increased hematologic toxicity and possible reduced efficacy	C0079083	cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)
Oxaliplatin	Nasopharyngeal carcinoma	C2931822	NCT01403259	Terminated	Phase 2	poor accrual of eligible patients	C0069717	oxaliplatine
Cyclophosphamide	Glioblastoma	C0017636	NCT01403285	Terminated	Phase 1	Due to poor accrual. This decision was taken without any safety reasons. Since beginning of    the study (June 2011) only six patients were enrolled.	C0010583	Cyclophosphamidum
Imiquimod	Glioblastoma	C0017636	NCT01403285	Terminated	Phase 1	Due to poor accrual. This decision was taken without any safety reasons. Since beginning of    the study (June 2011) only six patients were enrolled.	C0165032	1-isobutyl-1H-imidazo[4,5-c]quinolin-4-amine
Tigecycline	Dialysis Catheter Infection	C1400574	NCT01483872	Terminated	Phase 3	The study was stopped due to poor enrollment.	C1260298	(4S,4aS,5aR,12aS)-9-(2-(tert-butylamino)acetamido)-4,7-bis(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,10,12,12a-tetrahydroxy-1,11-dioxo-2-naphthacenecarboxamide
Heparin	Dialysis Catheter Infection	C1400574	NCT01483872	Terminated	Phase 3	The study was stopped due to poor enrollment.	C0019134	Heparina
Milnacipran	Irritable Bowel Syndrome	C0022104	NCT01471379	Terminated	Phase 2	Due to recruitment difficulties the study is terminated.	C1533126	(+-)-Milnacipran
Doxorubicin	colon cancer liver metastasis	C0742558	NCT01464593	Terminated	Phase 2	trial design contingent on RFA optimization	C0013089	Doxorubicine
Lansoprazole	Eosinophilic esophagitis	C0341106	NCT01479231	Withdrawn	Phase 1/Phase 2	Souces of funding have been terminated	C0050940	Lansoprazolum
Lansoprazole	Deglutition Disorders	C0011168	NCT01479231	Withdrawn	Phase 1/Phase 2	Souces of funding have been terminated	C0050940	Lansoprazolum
Pregabalin	Neuralgia	C0027796	NCT01485094	Terminated	Phase 2	The trial was early terminated after it was concluded that there was no added benefit from    exposing further participants after an unblinded interim analysis.	C0657912	(S)-3-Isobutyl GABA
Tenofovir	HIV-1 infection	C2363741	NCT01489046	Terminated	Phase 2		C0673857	Bis(POC)PMPA
Efavirenz	HIV-1 infection	C2363741	NCT01489046	Terminated	Phase 2		C0674428	(S)-6-chloro-4-(Cyclopropylethynyl)-1,4-dihydro-(S)-6-chloro-4-(cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one
Lamivudine	HIV-1 infection	C2363741	NCT01489046	Terminated	Phase 2		C0209738	Lamivudina
Tacrolimus	Acute leukemia in remission	C0686586	NCT01488253	Terminated	Phase 2	We could not receive the support from the national medical insurance owing to the changed    policy of the government for clincal trials.	C0771204	Tacrolimus anhydrous
Sirolimus	Acute leukemia in remission	C0686586	NCT01488253	Terminated	Phase 2	We could not receive the support from the national medical insurance owing to the changed    policy of the government for clincal trials.	C0072980	Sirolimús
Everolimus	Acute leukemia in remission	C0686586	NCT01488253	Terminated	Phase 2	We could not receive the support from the national medical insurance owing to the changed    policy of the government for clincal trials.	C0541315	évérolimus
Doxorubicin	Solid tumour	C0280100	NCT01490047	Withdrawn	Phase 1		C0013089	Doxorubicine
Diclofenac	Kidney Failure, Chronic	C0022661	NCT01481610	Terminated	Phase 2	Interim analysis shows harma to one of the study arms.	C0012091	Diclofenac acid
Lumiracoxib	Kidney Failure, Chronic	C0022661	NCT01481610	Terminated	Phase 2	Interim analysis shows harma to one of the study arms.	C1176415	lumiracoxib
Spironolactone	Type 2 diabetes mellitus with established diabetic nephropathy	C0837031	NCT01488877	Terminated	Phase 1	See termination reason in detailed description.	C0037982	Espironolactona
Paromomycin	Leishmaniasis, Cutaneous	C0023283	NCT01494350	Terminated	Phase 2	This study was closed prematurely due study team travel restrictions.	C0030576	Paromomicina
Citalopram	Anxiety	C0003467	NCT01522092	Withdrawn	Phase 3	Study was not given ethical approval- a alternative protocol required	C0008845	Citalopramum
Vorinostat	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	C0334634	NCT01500538	Terminated	Phase 2	Poor recruitment rate	C0672708	Vorinostatum
Ezogabine	Epilepsy	C0014544	NCT01494584	Terminated	Phase 2	Terminated after placing the study on hold at the request of the FDA	C0530684	ethyl {2-amino-4-[(4-fluorobenzyl)amino]phenyl}carbamate
Vorinostat	Multiple Myeloma	C0026764	NCT01501370	Withdrawn	Phase 2		C0672708	Vorinostatum
Ketamine	Bipolar Disorder	C0005586	NCT01504659	Suspended	Phase 2/Phase 3	Protocol Revisions	C0022614	Kétamine
Atorvastatin	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	NCT01477853	Terminated	Phase 3		C0286651	atorvastatine
Bortezomib	Malignant tumor of colon	C0007102	NCT01504477	Terminated	Phase 1/Phase 2	Low accrual--unable to meet accrual goals	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Bexarotene	Solid tumour	C0280100	NCT01504490	Terminated	Phase 1	Drug no longer available	C0765273	p-(1-(5,6,7,8-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphthyl)vinyl)benzoic acid
Bexarotene	Multiple Myeloma	C0026764	NCT01504490	Terminated	Phase 1	Drug no longer available	C0765273	p-(1-(5,6,7,8-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphthyl)vinyl)benzoic acid
Fludarabine	Leukemia, Myelocytic, Acute	C0023467	NCT01478074	Withdrawn	Phase 1	The treatment planned was determined to be of low feasibility as no subject was found eligible    and able to enroll after screening over 30 subjects	C0059985	Fludarabinum
Lidocaine	Interstitial Cystitis	C0282488	NCT01475253	Terminated	Phase 2	This study was not enrolled completely and was terminated.	C0023660	Lidocaína
Sirolimus	Endocrine Breast Diseases	C1449718	NCT01499160	Terminated	Phase 2	low accrual	C0072980	Sirolimús
Letrozole	Endocrine Breast Diseases	C1449718	NCT01499160	Terminated	Phase 2	low accrual	C0246421	Letrozol
Lapatinib	Endocrine Breast Diseases	C1449718	NCT01499160	Terminated	Phase 2	low accrual	C1506770	N-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine
Everolimus	Endocrine Breast Diseases	C1449718	NCT01499160	Terminated	Phase 2	low accrual	C0541315	évérolimus
Sirolimus	Neoplasm Metastasis	C0027627	NCT01499160	Terminated	Phase 2	low accrual	C0072980	Sirolimús
Letrozole	Neoplasm Metastasis	C0027627	NCT01499160	Terminated	Phase 2	low accrual	C0246421	Letrozol
Lapatinib	Neoplasm Metastasis	C0027627	NCT01499160	Terminated	Phase 2	low accrual	C1506770	N-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine
Everolimus	Neoplasm Metastasis	C0027627	NCT01499160	Terminated	Phase 2	low accrual	C0541315	évérolimus
Bevacizumab	Metastatic melanoma	C0278883	NCT01495988	Terminated	Phase 2	Slow accrual; toxicity; change in priorities	C0796392	Anti-VEGF monoclonal antibody
Pravastatin	HIV-1 infection	C2363741	NCT01515813	Withdrawn	Phase 2	On 05/08/12, team working on revising protocol and re-open study under version 2.0	C0085542	Pravastatine
Tenofovir	HIV-1 infection	C2363741	NCT01515813	Withdrawn	Phase 2	On 05/08/12, team working on revising protocol and re-open study under version 2.0	C0673857	Bis(POC)PMPA
Emtricitabine	HIV-1 infection	C2363741	NCT01515813	Withdrawn	Phase 2	On 05/08/12, team working on revising protocol and re-open study under version 2.0	C0909839	5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine
Irinotecan	Neuroblastoma	C0027819	NCT01505608	Terminated	Phase 1/Phase 2	Lack of Enrollment	C0123931	(+)-Irinotecan
Dacarbazine	Neuroblastoma	C0027819	NCT01505608	Terminated	Phase 1/Phase 2	Lack of Enrollment	C0010927	DTIC
Temozolomide	Neuroblastoma	C0027819	NCT01505608	Terminated	Phase 1/Phase 2	Lack of Enrollment	C0076080	8-carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one
Bevacizumab	Secondary malignant neoplasm of liver	C0494165	NCT01508000	Terminated	Phase 2	Low or poor accrual	C0796392	Anti-VEGF monoclonal antibody
Cholecalciferol	Adult Acute Myeloid Leukemia without Maturation	C0279623	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute myeloid leukemia with 11q23 (MLL) abnormalities	C1541334	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute myeloid leukemia with inv(16)(p13;q22)	C1541333	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute myeloid leukemia with t(16;16)(p13;q22)	C1541332	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute myeloid leukemia with t(8;21)(q22;q22)	C1541331	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute myelomonocytic leukemia (M4)	C0279627	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult erythroleukemia (M6a)	C1541339	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult pure erythroid leukemia (M6b)	C1541340	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	untreated adult acute myeloid leukemia	C0279089	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute megakaryoblastic leukemia (M7)	C0279632	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute monoblastic leukemia (M5a)	C0279629	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute monocytic leukemia (M5b)	C0280634	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
Cholecalciferol	adult acute myeloblastic leukemia with maturation (M2)	C0279624	NCT01521936	Terminated	Phase 2	Lack of funding	C0008318	Colecalciferolum
